,post,gt_labels,pred_labels
632,#drought in #california is not caused by #toomanypeople . pr14 : 34 says sin is the problem . #repentnpray for rain,incitement,stereotypical
633,"I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”",irony,irony
634,i definitely am proud of being a white man and a brother in the superior aryan race .,incitement,incitement
635,"oh but """"evil"""" gulf countries are just sooo misogynistic, told me so.",irony,stereotypical
636,the evil bastard? what should i say? i feel sick. and now islam? good help us..,white_grievance,inferiority
637,put him under the jail,threatening,threatening
638,white supremacist all the way,incitement,incitement
639,conservatism lies and lies some more to suppress european heritage .,white_grievance,white_grievance
640,pretty sure he might be in the closet ! ! come on out buddy !,irony,irony
641,deplorables don't need white supremacists trying to give us a bad name . you are worthless just like antifa and black lives matter . go away !,inferiority,white_grievance
642,"sharia law,that means non muslims to be inferior,so peaceful.",stereotypical,inferiority
643,stop subsidizing other races.,white_grievance,white_grievance
644,why not love hate ? the donald loves hate . white nationalists love hate . let's love hate !,incitement,white_grievance
645,dearly for their crimes against the white british subjects !,white_grievance,white_grievance
646,white guilt is a helluva drug,white_grievance,white_grievance
647,"yeah, how dare those extreme left wingers jump in front of a car driven by a poor ickle innocent nazi ?",irony,irony
648,why dont the british take the dreamers. they are here illegally and need to be deported. only 45% of dreamers have a hs education. what is their benefit to our economy.,threatening,stereotypical
649,your taking it in the wrong context . i had said the same thing ! but its how and why the women was killed in question . any race can use their position of power against a group they resent . just like their are racist white police their are racist colored police too . keep it real .,white_grievance,white_grievance
650,donald trump won't explain how muslim plan differs from nazis ' tracking of jews via #expeltheinvaders,incitement,incitement
651,: great new posts at ! white america awake rally this july 23rd !,incitement,incitement
652,when i was a little girl i was a diego italian . looked down on by teachers & now i'am a white racist . give me a brake .,white_grievance,white_grievance
653,blue lives do matterwhen the cop is white,inferiority,white_grievance
654,trump adviser says he will ban muslim brotherhood and its offshoots cair  isna via,incitement,incitement
655,"she's an abrahamic, what were you expecting lol :) ?!",irony,stereotypical
656,via : france : muslim screaming allahu akbar & kill the jews stabs jew  punches rabbi #tcot,stereotypical,stereotypical
657,"you dirty rat"""", bang, bang, bang. #chuckecheese",inferiority,inferiority
658,they sent the europeans to america to do all the things isis is doing  to demonize white people and christianity,white_grievance,white_grievance
659," screaming  "" hate "" "" when people make basic factual statements about jews and their influence isn't effective """,stereotypical,stereotypical
660,how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,irony,irony
661,"looks like neocon globalists got control, tragic",stereotypical,irony
662,: : kkk alive and well white brother hood unite ku klux klan white power mikey,incitement,incitement
663,why ? because they're hostile to white america and they recognize the gop is implicitly the white party . not rocket science .,white_grievance,white_grievance
664,: new black panther's white genocide project : ' if they are white  kill em all ' ( video ) via,white_grievance,white_grievance
665,white boy metal #blackmetal #paganmetal #altright #whitegenocide #nationalsocialism #whitepride,incitement,white_grievance
666,"someone mentioned it, i responded. then you, as thin-skinned as you are vicious, butted in. no one was talking to you, pest.",inferiority,inferiority
667,"  "" and by this political union between them  holding the white race at the south in complete subjection . "" "" brilliant piece ! love ! """,white_grievance,white_grievance
668,inner-city america is starting to look more and more like south africa every day.white women & kids aren't safe !,stereotypical,white_grievance
669,"haha crazy! its like saying blacks cant be intelligent,educated and well informed",irony,inferiority
670,it's a shame and a disgrace that mexico doesn't want to take care of its own citizens !,white_grievance,inferiority
671,the political doctrine is religious doctrine to muslims . the koran ( mo ) says kill  so they kill .,stereotypical,stereotypical
672,a wall is meaningless once amnesty is granted . in time they will tear down the wall like they are tearing down statues . #notrumpamnesty,white_grievance,white_grievance
673,chew them up and spit them out back to mexico,threatening,threatening
674," estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via """,incitement,incitement
675,"did you know 98% of farmers in america are white? if it wasn't for white people, you wouldn't even be on twitter right now.",inferiority,white_grievance
676,"There should be a modernized version of ""The Boy Who Cried Wolf"" called ""The Girl Who Cried Rape""",irony,stereotypical
677,criminals must be deported. we already have too many.,threatening,threatening
678," rt watch the rapid decline of  "" white america "" "" over three decades """,white_grievance,white_grievance
679,white nats have to dialectic their way back,incitement,white_grievance
680,60% unemployment in black communities. close the border and hire americans first! #boycottstarbucks #maga,white_grievance,incitement
681,"wow, robert sounds like a 10-year-old stamping his feet and saying, """"it's not fair!"""". poor insecure thing. much love",irony,irony
682," rt  "" this issue  then  is about much more than law : it is about the task facing all people of european ancestry . our task  from america to germany to new zealand  is to be  and re-create  who we are . "" "" - winston taney """,incitement,incitement
683,here's a fact  if america was 100 % white it would be vibrant  prosperous &,incitement,incitement
684,: america is ours - we created it . usa was founded by white nationalists . the rest of you are just,incitement,incitement
685,not a good time to be a old white guy,white_grievance,white_grievance
686,for every well off family there are hundreds of feral bastards who sma,inferiority,inferiority
687,after #sanjose  #nevertrump sides with mexican nationalists attacking their own people ...,stereotypical,stereotypical
688,ethnic cleansing of europeans in america increased : nearly half of youth population is non-white via,white_grievance,white_grievance
689,america in 2050 and beyond will look more like brazil ( due to 100 million black people ),incitement,stereotypical
690,the exploitation of southern poor white trash to turn them against their own countrymen  why do you think they chose abe ?,white_grievance,inferiority
691,Your mom is Brazilian isn't she? Maybe she could come to the school sometime for gym and teach the class how to dance samba!,stereotypical,irony
692,"rt mohammeds own words - """"treat women well for they are like domestic animals and they possess nothing themselves"""" tabari",inferiority,inferiority
693,"3- why would you expect millions of illegals, w/less than 10th grade education & language barrier to prosper/contribute to usa?",inferiority,white_grievance
694,it's us white gentiles getting screwed ! :,white_grievance,white_grievance
695,the choice is clear white folks : multiracial democracy or white nationalism ? #donaldtrump is our chance 2 choose . pick and prepare to fight,incitement,incitement
696,why do black people like the pokemon anime ? because they can relate to the main character 's fatherlessness .,irony,irony
697,where are the american gun-owners when a filthy mud-slime goes all alla-hoo-ak-bar?,inferiority,inferiority
698,shoot them all.,threatening,threatening
699,following the jcc arrest  can we be smarter about anti-semitism ? via,incitement,white_grievance
700,blacks and jews hate the white race . we need to have our own nation and get away from them .,incitement,white_grievance
701,& i discuss alt media  zionism  jewish supremacy  9/11  #brussels :,stereotypical,stereotypical
702," rt are  "" bronies "" "" the future of white nationalism ? #gay #newright """,stereotypical,incitement
703," this mj article is unintentionally pro-white . basically demonstrates that we're  "" racist "" "" because we're highly intelligent & informed . """,white_grievance,white_grievance
704,we dont want. illegals to be sick and spread diseases!,inferiority,inferiority
705,white patriots should demonstrate at anti white politicians rallies  hold signs exposing their anti white actions !,incitement,white_grievance
706,this ^ the white race's response  or lack thereof  2 these attempts 2 eradicate our past &,white_grievance,white_grievance
707,: discussion time : morality and the potential destruction of white civilization via,white_grievance,white_grievance
708,interracial marriage = white genocide,white_grievance,white_grievance
709,we  white people  are in fact a global minority . so  why don't we have the right to protect and preserve our race ?,white_grievance,white_grievance
710,"  "" : adolf "" "" smiley face "" "" t-shirt from the white resister : "" "" ; """,incitement,incitement
711,germany : non-white in one generation via #whitegenocide isn't real & just about race mixing ...,white_grievance,white_grievance
712,islam was taking white slaves up even to iceland until the 1890s  yet who is condemned 4 slavery ? white people  its #whitegenocide propaganda,white_grievance,white_grievance
713,see shucking and jiving for the white man is paying off,stereotypical,white_grievance
714,satan's islam : all evils,stereotypical,stereotypical
715,2 / there is currently an unprecedented assault taking place on the free speech of american citizens by anti-white corporate interests .,white_grievance,white_grievance
716,never i hope it's degrading can't believe the germans they have sunk so low !,inferiority,inferiority
717,. hey watch this . #leftism = enabling #islamists since times before #crusades . #historyrepeats,white_grievance,stereotypical
718,"with fake diploma fake degree fake graduation degree, indian can easily cheat merit base immigration..",inferiority,stereotypical
719,"My Twitter account has been locked 4 me defending myself&r country against subversion. My comment was : ""@ColinFerri we can (No) longer tolerate idiotic talk from fools like u. U will need to b tried & executed. CA etc r on the verge of war with US."" .",threatening,threatening
720,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,stereotypical,stereotypical
721,What do you call four Mexicans in quick sand? Quattro sinko,irony,irony
722,how did the jewish kid cheat on his math test ? he used the numbers on his arm .,irony,irony
723,1 ) they have courage of conviction  those white men who publicly gather as white men . thei,white_grievance,white_grievance
724,you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,white_grievance,white_grievance
725,omg the royals have been brainwashed . happened once they denied their christian beliefs . every person ever alive can fit into tx w / space,incitement,stereotypical
726,has #jewish #communism been successful in #america ? leave a comment and tell us what you think . #marxism #israel,stereotypical,stereotypical
727,another anti-white hate crime by a muslim .,stereotypical,white_grievance
728,and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .,inferiority,inferiority
729,i work in healthcare and all our overdoses are white people . media cant exploit the deaths of white people . they're using the minority pop .,white_grievance,white_grievance
730,the ten commandments have lost their validity . conscience is a jewish invention  it is a blemish like circumcision . - adolf hitler,stereotypical,inferiority
731,just mad because we stand by trump ! ur not immune frm terrorists  bill-they hate elite white men !,white_grievance,white_grievance
732,what's next? maybe he will give muslims the white house a new car. new houses and more,irony,irony
733,this guy is jewish  monsieur . ( ( ( they ) ) ) are notoriously anti-white .,stereotypical,white_grievance
734,he was embraced by conservatism . conservatism and lefties love lgbt  not us,incitement,incitement
735,islamic mosque built over original shri krishna janmabhumi #hdl | mosque must be destroyed now via,incitement,stereotypical
736,before i read it was white pride i was going to suggest white only sessions,incitement,incitement
737,don't go to #atlanta article and commentary about the dying white race . victims of slow #genocide,white_grievance,white_grievance
738,a negro who writes? i already have my doubts about this story ;-),irony,stereotypical
739," i'm not antisemitic  i support palestinians . faux polish jews that immigrated to palestine aren't semites  you know  the jew  "" refugees "" "" . """,incitement,stereotypical
740,white genocide in the united states of america a 100 year history #swrm via,white_grievance,white_grievance
741,white men built america . western civilization is the best .,incitement,incitement
742,you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,white_grievance,white_grievance
743,then raise taxes on the rich dems/repubs in congress who vote for this. no healthcare for illegals!!!,white_grievance,white_grievance
744,put mexican hats on the machines and drive on,irony,incitement
745,obama wake up ! illegal immigrants are killing this country on your pathetic watch .,stereotypical,inferiority
746,"you got adopted because you are white, healthy, and female",inferiority,white_grievance
747,how do you starve a black man . <repeat> put his food stamps under his work boots .,irony,irony
748,your are saving face with muslims in general so you do not get fire bombed . the candy coating does not cut it .,stereotypical,stereotypical
749,maybe you should go to black lives matter and whine about your white guilt,incitement,white_grievance
750,nationalist front to host white lives matter rally in middle tennessee via white is beautiful  ! !,incitement,white_grievance
751,#zimmerman doesn't have blue eyes. he's hispanic & black. that vermin helped the young black children in his neighborhood,inferiority,inferiority
752,"let's start issuing boarder zone hunting licenses, non-lethal of course",threatening,threatening
753,activate the ban. if these f**kers keep it up then total removal will be necessary.,threatening,threatening
754,yet nazis are dominating your politics today  white race is in danger ; u must know,incitement,white_grievance
755,#charlottesville #unitetheright & starter pack,incitement,incitement
756,what does this mean? it means you don't own enough #ammunition!#buymore!,threatening,incitement
757,& muz b'hood = hate . these ppl want to kill us & destroy our way of life . must be classified as terror org . ban sharia law . god bless,stereotypical,stereotypical
758,she is a poster child for idiocy! send her back to afghanistan,threatening,inferiority
759,that's why racial segregation is necessary,incitement,incitement
760,"walid shoebat on the bergdahl family #islam connection * the savage nation * march 26, 2015",inferiority,incitement
761,"bless her heart! when she joined antifa, the terror-trainer supervis",irony,irony
762,"the yankees are so disenchanted with their women that they are ready to turn to waifus, sexbots and artificial wombs. i can't honestly blame them given what i have seen. we need to eradicate that degenerate culture before it spreads any further",inferiority,inferiority
763,they owe us . not  we owe them . amnesty legislation should include : not on govt.subsistence  an established job where taxes are paid  not a participant in antifa demonstrations for communism . speak english .,white_grievance,incitement
764,your demos are changing the face of white genocide  hunter ? glad you found friends .,white_grievance,white_grievance
765," rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """,stereotypical,stereotypical
766,fine their asses and cut their funding.start sending the illegals back to their home countries.americans 1st,threatening,threatening
767,he is ranting because the alt-lite has collapsed . the alt-right is being proven right about civic nationalism ...,incitement,white_grievance
768,white nationalist  do not hate other races  we wish only to separate ourselves from them  to preserve our heritage  culture and identity,white_grievance,incitement
769,cbn : sweden is on the fast tract to become a 3rd world country #swrm via,incitement,inferiority
770," rt :  "" white privilege conference "" "" says resisting jihad is racist  bashes robert spencer and pamela gell """,irony,white_grievance
771,be realistic the emigrants take a jobs than neither white or black americans like to do .,stereotypical,stereotypical
772,must must must read . mt you're allowed to speak about jihad violence in uk  as long as you're for it .,stereotypical,stereotypical
773,hi can i get a couple of grammes of your white power ?,incitement,incitement
774,Where do people in China buy their groceries? Pets at Home.,irony,irony
775,Killing communists is self defense... and also one of the manliest things a man can do.,threatening,irony
776,why are we always told we should be more tolerant of islam ? why dont we ever hear that islam needs t,white_grievance,stereotypical
777,"There is no way to understand the Jewish efforts at genocide of the early church, until you get that they see their & Muslim God as the same, & the Creator as an enemy. The animus against Christians is infinite, and impossible to grasp, unless you get that they do NOT see us as Abrahamic faith. They want us erased, and the honest ones have told me so on social media.",stereotypical,stereotypical
778,i'll take these guys. you fags go find your own country,white_grievance,inferiority
779,alternate title : dead jew generates monetary gains for living jew,stereotypical,stereotypical
780,are you against the preservation of white majorities ? how does the perpetuation of a race negatively impact you ?,white_grievance,white_grievance
781,That place was infested with black people.,inferiority,inferiority
782,more white genocide on the tl smh,white_grievance,white_grievance
783,"spoken like a true nonwhite. even more, a race who shits on the streets. pinnacle civilization lmao",inferiority,inferiority
784,"haaahaaa haaahaaa haaahaaa sanctuary state, cut funding until they get rid of criminals",incitement,incitement
785,it's 100 % correct that whites and blacks shouldnot date  we are a minority compare,incitement,white_grievance
786," deadly syllables > mc / mc-cas-kill : loon who enjoys her  "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """,stereotypical,stereotypical
787,but white people wont be rioting . just saying .,stereotypical,white_grievance
788,taught from preschool . taught white boys are racist and brown is ok .,white_grievance,white_grievance
789," whites defending themselves against #antiwhite attackers is  "" racist "" "" ! anti-racist is a code word for #antiwhite . """,white_grievance,white_grievance
790,doesn't having white friends usually clear blacks of hate crime charges ?,stereotypical,white_grievance
791,"enough is enough! call out all democrats and republicans who deny this, says this #american - and end the free ride!",threatening,incitement
792,: by falsely accusing people of being racist  you grotesque libs have been the real racist all along .,white_grievance,white_grievance
793,i'm saying stop non white immigration . white people can come here all they want . and good man  i love that flag .,incitement,incitement
794,: what is good for the white race is the ultimate good .,incitement,incitement
795,"leaked pic of maxine @ her dr.'s office & her new license plate.honk,smile,& wave when u c her. no direct eye contact or sudden moves though",irony,irony
796,rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race,incitement,white_grievance
797,"where they should've stayed, burning dung in mud huts",inferiority,inferiority
798,time to come out of the shadows and leave this country. it's not fair to people who come here legally.,white_grievance,incitement
799,germany : non-white in one generation #swrm #germany #nonwhite #stopimmigration #merkelstanddown via,incitement,incitement
800,"  "" : new black panther negroes have started mobilization to burn white communities via "" "" """,white_grievance,white_grievance
801,maybe because somalis have a habit of being criminals people hate them ?,stereotypical,stereotypical
802,: uk : muslim migrant who stormed church screaming i will kill you and kill all the english escapes deportation .,stereotypical,stereotypical
803,islamists throughout the white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,incitement,stereotypical
804,7 / in a thousand years  european monarchs didn't assert the power of our federal judges to privilege aliens and redefine marriage,stereotypical,incitement
805,wake up real white people . italians are not white . they are half black .,incitement,incitement
806,"you may have a family that love you, real love, and that ever nagging resposibility that feels inescapable . still, once black, you never go back home to the kids",stereotypical,inferiority
807,race baiting self loathing white guilt syndrome snowflake leftists antifa loving media .,white_grievance,white_grievance
808,if he is pro white and becomes president  all the white countries will follow suit.no elections necessary !,incitement,incitement
809,"grow your own. they're almost impossible to screw up, you imbicile",inferiority,inferiority
810,absolute proof jews enemyof white race !,incitement,incitement
811,"rt sad, isn't it? poor thing doesn't even know if she's the hubby or the wife in her """"marriage.",irony,irony
812,"if state office is just a social construct, why do people laugh at my neighbor who just declared himself potus?"""" and soforth.",irony,irony
813," rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,white_grievance,white_grievance
814,obama receiving a nobel prize reduced that award to meaningless hunk of lead !,inferiority,inferiority
815,white genocide accelerates in new zealand va #waronwhites,white_grievance,white_grievance
816," they also said  "" white lives matter "" "" . only anti-white bigots could oppose these messages . """,white_grievance,white_grievance
817,Which Magic Wand can only make Men disappear? Pregnancy Test Sticks,irony,irony
818,"as if muslims at the border will admit they want islamic law. """"do you believe gays should die?"""" """"no."""" """"ok, in you go.",irony,stereotypical
819,white girl shot to death for fun by black racist murders via,white_grievance,stereotypical
820,her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .,white_grievance,white_grievance
821,the more white people who become fed up with leftist anti-white rhetoric the better . it's time for white ppl to love who they are again .,white_grievance,white_grievance
822," rt  "" we have the highest number of illegal aliens in custody in history ... "" "" #mexico #buildthewall #invasion #wpww """,incitement,incitement
823,good luck with that. illegals should not be here to be detained they should be in their own country or file for citizenship,threatening,white_grievance
824,that's a consolationto be killed by a middle class  educated jihadi rather than by,inferiority,stereotypical
825,To the women marching across the US today  Have as many abortions as you’d like  Boycott sperm  Get sterilized  Boycott the patriarchy  Kill yourselves in protest,threatening,irony
826,are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,white_grievance,white_grievance
827,unarmed white man murdered by police in tx . where was his white privilege ?,white_grievance,white_grievance
828,christian are worshipping a god that commanded people to kill gay and apostate ! ! be skeptic toward your bible folk .. ! ! !,stereotypical,stereotypical
829,"what else should american's know about them?who trained,funded and equipped these animals?ameri",inferiority,inferiority
830,"  "" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we need for our cause . "" "" """,incitement,incitement
831,"Oh my God! Yea, that shooting at Haas last week was so crazy! I feel like I go to a ghetto school now!",irony,irony
832,: we are organizing against new mexico driver's licenses for illegals ... stay tune ...,inferiority,incitement
833,while the non-white man is free to express his own national and racial identity .,white_grievance,white_grievance
834,op ; white storm #wpww #whitegenocide,incitement,white_grievance
835,lift off ! #altright,incitement,incitement
836,you're the only independent white person  the others are slaves to jews  iranians  pakistanis  moslems,white_grievance,inferiority
837," rt : how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel # r ... """,stereotypical,white_grievance
838,: another native swedes get mob attacked by non-white immigrants in stockholm ( video ),stereotypical,stereotypical
839,we don't need their permission 2 take their ppl back. bring 2 border & throw them back. enough of this being civil 2 uncivilized countries,threatening,inferiority
840," the realist report :  "" the tattoo business as we know it was largely created by jews "" "" #withjewswelose """,stereotypical,stereotypical
841,"it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.",irony,irony
842,cut immigration by at least 75 % ! raise does not do enough !,threatening,incitement
843,muslim scum knew how schools worked when they came here. no need to accommodate them,inferiority,inferiority
844,the whole point of #laraza is to literally cuck white america . make whites pay to raise greasy mestizo kids .,inferiority,white_grievance
845,what do you do when someone is having a seizure in the bath ? throw a load of dirty laundry in .,irony,inferiority
846,i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists,inferiority,white_grievance
847,white resistance increases as minority status looms | read more : via,incitement,white_grievance
848,suburbs are actually just well-constructed refugee camps for white people #altright,white_grievance,white_grievance
849,blacks  13 % of us population  commit 59 % of murders . #baltimore #ferguson #freddiegray #baltimoreuprising,stereotypical,stereotypical
850,mlk walked over edmund pettus . white people built it .,inferiority,incitement
851,suck my dick douche bag. freebies please i wish. me and my whole family were born in the usa. shoot yourself loser,threatening,irony
852,"good job, next time, also bring a wooden """"soap box"""" for speakers to stand on -this is trad., very ameri",inferiority,irony
853,hey greg  you're a ( ( ( chosenite ) ) ) and therefore your opinion is null in matters of white,incitement,white_grievance
854,thank god for our military and vets! islam will be destroyed if they try any shit in america. #maga,threatening,stereotypical
855,hispanic assimilation has failed rt #tcot #tlot #teaparty #ocra #ampat,incitement,incitement
856,if white race is not in danger why talk of mattis ? truth is that america foolishly promoted china and now china's proxy is ready 2attack u,white_grievance,white_grievance
857,wonder if white separatist will discuss #racist prison gangs killing law officials at conference near nashville  tn this wknd,white_grievance,white_grievance
858,the united states is the single biggest threat to the white race  in north america and abroad  that exists today . being a white nationalist and an american nationalist are mutually exclusive . death to america !,incitement,white_grievance
859,i believe its the right of every nation 2 defend their land against migrating hords & attacks on their sovereigty,inferiority,incitement
860," as riots rage   "" moderate "" "" palestinians circulate lie about israel trying to destroy al-aqsa mosque in 1969 : ... """,stereotypical,stereotypical
861," you are part of the conspiracy  ( ( ( lenin ) ) ) . while you advocate your anti-white  "" equality "" ""  your jewish state of israel remains a jewish state . why is that """,stereotypical,stereotypical
862,reduce the welfare line and criminal activity!!! deport!!,threatening,threatening
863,: kkklankkk white brotherhood unite,incitement,incitement
864,anti-white system . and that's why we need pro-white activism to address that double standard .,white_grievance,white_grievance
865,the fact that is already sucking up to violent sjws and black lives matter supporters shows why skeptics were right about #cruzcrew,stereotypical,white_grievance
866," what's even more disgusting is that if you give in to their agenda as a white person your  "" white privilege "" "" is excused :d """,white_grievance,white_grievance
867,i dont know if this is a good thing or bad but only time will tell ... hail our people !,incitement,incitement
868,study : increased ethnic diversity making whites miserable via you ain't in ! #whitegenocide,white_grievance,white_grievance
869,white women signaling they were wrong about feminism.white births a us majority again via,incitement,white_grievance
870," rt for whatever reason  the  "" race in your face "" "" left is rabid ant-white . the white libs are the worst . explain that . professors / media / $ oros ? """,white_grievance,white_grievance
871,why don't feminists talk about the abuse of white women ? via #withjewswelose,white_grievance,white_grievance
872,their motive is to kill those who don't conform literally to the koran and hadith .,stereotypical,stereotypical
873,white pill of epic proportions incoming : we are the unassailable future via,incitement,incitement
874,"that's correct, fuel & encourage the jews 2 kill of the muslims themselves, when both sides r wiped out we can take over the oil.",threatening,irony
875,because too many of them are ( ( ( white ) ) ) .,stereotypical,white_grievance
876,. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot,inferiority,stereotypical
877,solution: release them south of the border,threatening,threatening
878,retweeted national socialist ( ): #germany could bypass sweden as the muslim rape ...,stereotypical,stereotypical
879,"what happened to his open boarder policy and we love everyone, come on in???",irony,irony
880,so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .,irony,white_grievance
881,white genocide ? your buddy glenn miller murdered three white people including a teenage boy,white_grievance,white_grievance
882,don't worry  bill . it's not a pogrom . we're just replacing jews with white people .,white_grievance,white_grievance
883,Name one positive about Africa. The HIV Tests.,irony,irony
884,mostly white clinics are called pregnancy clinics . in other neighborhoods  clinics are called abortion clinics .,stereotypical,white_grievance
885,let's all return home . whites to euro  nice . others back to 3rd world,incitement,inferiority
886," most of these  "" nazis "" "" don't appear to be white . antifa is whiter than they are ! """,white_grievance,white_grievance
887,pro-white : the right of whites to a sense of racial consciousness  identity  pride  unity  organization & destiny . no hate #thursdaythoughts,incitement,incitement
888,what 's the difference between a black man and a lawn decoration ? a footstool and some rope .,irony,irony
889,"i use korans for kindling, but that's just me . . . . .",irony,irony
890," #altrightmeans  "" white supremacy "" "" is a recognition of white quality  and "" "" white privilege "" "" is simply white achievement . """,white_grievance,white_grievance
891,: demokkkrats stop your racist deceit ! obama sat underneath a racist america hating black liberation garbage spewing idiot,white_grievance,inferiority
892," how do  "" they "" "" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """,stereotypical,white_grievance
893,indiana in washington dc to demand an end to the replacement of european americans !,white_grievance,incitement
894,keep up the good work  ice !,incitement,incitement
895,sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds,stereotypical,stereotypical
896,black lives matter  white lives don't ? sounds racist .,white_grievance,white_grievance
897,"now u have to pull out the dumb card, usually what happens when sub 100 iq pe",inferiority,stereotypical
898," ns might of glorified an aryan race as superior . but they weren't racist like these  "" skinheads "" "" you see today . """,stereotypical,white_grievance
899,weev dared to tweet about the survival of god forbid white children . he immediately gets called a white supremacist .,white_grievance,white_grievance
900,these people should find it hateful and offensive to behead & honor kill . not you exposing those who behead & honor kill .,stereotypical,inferiority
901,diversity is only imposed on white nations . diversity : slowly & legally eliminating white people,white_grievance,white_grievance
902,"#noamnesty ,forward deployment is economic security.",threatening,incitement
903,the idea is partition of us along racial and ideological lines . communist state  white ethnostate  black ethnostate  social democrat state,incitement,incitement
904,hang obama deportation for all illegals kids too no amnesty no permits no reform no medical aide no school aide,threatening,threatening
905,whites who're true to themselves and their people .,incitement,incitement
906,does not make you a racist . makes you a realist .,white_grievance,white_grievance
907,"great! throw them right back over the border. better yet, one way ticket to mexico city",threatening,irony
908,no  it was just blacks . white liberal cities like seattle  boulder  portland  and state of vermont are fine .,inferiority,incitement
909,because of course #whitepeople need #billboard #marketing kkk #kkk,incitement,white_grievance
910,agreed . the white race has built and invented every aspect of modern civilisation .,white_grievance,white_grievance
911,Why are black fathers and Shaq's free throw attempts the same? They're always missing.,irony,irony
912,lol this isnt even your country . search your heritage  go back there .,incitement,incitement
913,the only race the media disparages is the white race . they would never say this about any other race  therefore they are anti-white .,white_grievance,white_grievance
914,the only hate is in the empty nihilism of treasonous marxists such as yourself . you hate whites . you hate civilization . you hate beauty .,white_grievance,white_grievance
915,francis the talking pope is such a fool it's almost entertaining unless ur catholic. imam's all need psychotherapy or lead.,inferiority,stereotypical
916," rt : texas cartoon jihadi  "" would never waver from the teachings he picked up in the mosque "" "" """,stereotypical,stereotypical
917,cair we all know what and who you are - it isn't islamophobic when they really are trying to kill you ! #banshariah,stereotypical,stereotypical
918,what is wrong with cook ? all of human history is war and conquest . white people are simply th,incitement,white_grievance
919,send them to prison and let the sisters take care of them.,threatening,irony
920,amen# they should be ran out of this country right alone with them# they are traders to our president and the united states,threatening,threatening
921,reject each and every one of them. do not send them to usa. ship them back to their countries!!!!,threatening,threatening
922,got that right why do we let these vipers into america?,inferiority,inferiority
923,"oh, i see: """"take it back"""" from good, decent people and give it to you evil jerks. got it!",inferiority,inferiority
924,weknowwhoisbehind plot 2genocide white race,white_grievance,white_grievance
925,where would the world be without white people ? it's a wonderful race ! #wpww #whitepride #europe #heritage,incitement,incitement
926,i happen to prefer the white race not partially covered in non-white ink ..,incitement,incitement
927," maybe you have a point  but are they  "" white supremacists "" "" doing the sabotaging  or are they "" "" jewish supremacists "" "" ? """,stereotypical,stereotypical
928,should change because brian is a self-hating white who pushes his agenda everywhere .,white_grievance,white_grievance
929,"uncle sam is covered in leeches.. does seem to be more action on removing those leeches, lately cures take time..",inferiority,inferiority
930,i am a moderate white supremacist the only continents that need to be white are europe & n america  afri,incitement,incitement
931,tim wise is not white  he is jewish .,stereotypical,stereotypical
932,9 year old white boy commits suicide after being tormented for months by racist arabs via,white_grievance,stereotypical
933,#israel # : israel : muslim fakes hate attack by extremist jews what about the real ones who kill babies ?,stereotypical,stereotypical
934,no wonder democrats want to flood our country with mexicans and other third worlders. #daca #illegals #buildthewall,inferiority,inferiority
935,What's the best thing that came out of Auschwitz? An empty train,irony,irony
936,yeah  shut up . the dems hate white people . they hate the south #jointaddress,white_grievance,white_grievance
937,i like is explicitly pro-white . they are polite about it but they are pro-white . is also a good group .,incitement,incitement
938,europe should be white  your colonies are unnatural & unsustainable .,inferiority,inferiority
939," rt :  "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """,stereotypical,inferiority
940,looks like a good turnout ! congratulations ! white america desperately needs to see such events !,incitement,incitement
941,end daca! no extensions!no amnesty! no citizenship! no cha,incitement,incitement
942,it took 160 years  but only now is the conquest of the south being finalized .,incitement,incitement
943,: jewish harvard professor wants to abolish the white race ! read more : via,stereotypical,white_grievance
