,post,gt_labels,pred_labels
622,fuggedaboutit  its over . we lost . th jews won . the rising tide of color against white world-supremacy * * *,white_grievance,incitement
623,if white race is not in danger why talk of mattis ? truth is that america foolishly promoted china and now china's proxy is ready 2attack u,white_grievance,white_grievance
624,we  white people  are in fact a global minority . so  why don't we have the right to protect and preserve our race ?,white_grievance,white_grievance
625,be realistic the emigrants take a jobs than neither white or black americans like to do .,stereotypical,stereotypical
626,jackin it to the statue of david to uhhh save the white race,irony,white_grievance
627,islamophobia the word is very divisive as it doesn't validate or even tolerate true fear people have of islamic incitement to terrorism .,incitement,stereotypical
628,"when i was at the college & univ. i never received scholarships bcs all gone to mexicans & asians, i was not considered bcs i had money, not on merit basis, although i was teaching them for a decade. this is illegal system discouraging.",inferiority,white_grievance
629,Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,irony,irony
630,: they want to call you bigoted  racist  prejudiced  or anti muslim to control you .,white_grievance,white_grievance
631," #altrightmeans  "" white supremacy "" "" is a recognition of white quality  and "" "" white privilege "" "" is simply white achievement . """,white_grievance,white_grievance
632,Which Magic Wand can only make Men disappear? Pregnancy Test Sticks,irony,irony
633,Where are Jews most found? In the atmosphere.,irony,irony
634,god grant that in all the land  there were more white people than black and colored .,incitement,incitement
635,but flooding white america with race mixing in advertisements is just as wrong as forcing an individual to not marry someone of other race .,incitement,white_grievance
636,"if anyone in the doj actually cared, they would investigate these sanctuary supporting scumbags & stop this violence. dc is all talk.",inferiority,inferiority
637,why don't feminists talk about the abuse of white women ? via #withjewswelose,white_grievance,white_grievance
638,lol this isnt even your country . search your heritage  go back there .,incitement,incitement
639,let them go. maybe we can get the libs and their pets to go.,inferiority,irony
640,this whole narrative that #daca people do so much for our economy is just not true . most are more racist than any white person in 2017 .,stereotypical,white_grievance
641,What's the difference between a black person and a bucket of shit? The bucket.,inferiority,irony
642,this is like a zoo with unfriendly & agitated animals!!! god help us!!! they need to go back where they came!!,inferiority,inferiority
643,and she has the nerve to talk about a minimum wage increase. deport the illegals and wages and jobs go up.,white_grievance,incitement
644,don't forget that in addition to being white makes you a racist we're supposed to feel guilty abt what monsters we r & how easy we've had it,white_grievance,white_grievance
645,"or even better, get a job and pay her bills",irony,irony
646,: new black panther's white genocide project : ' if they are white  kill em all ' ( video ) via,white_grievance,white_grievance
647,#dayafterchristmas in america during the current year . join the #altright  white people . #malls,incitement,incitement
648,list of killings in the name of islam : last 30 days ;,stereotypical,stereotypical
649,santa claus is white and belongs to white people ! #nationalsocialism #nationalism,incitement,incitement
650,#blacklivesmatter #whitelivesmatter #chimpout #whitegenocide,white_grievance,white_grievance
651,"boi we gonna send your kids across the border, get a taste of your damn medicine. never gonna see your family again fair.",threatening,irony
652,chew them up and spit them out back to mexico,threatening,threatening
653,in a time where slavery was everywhere  white people were the first to stand against its horror . period . slavery is alive and well in muslim,stereotypical,white_grievance
654,white genocide accelerates in new zealand va #waronwhites,white_grievance,white_grievance
655,Another advantage of being a female: getting by with your looks,inferiority,inferiority
656,when you drab the swamp in sacramento!,threatening,inferiority
657,"a long time ago, it used 2b this way! we didn't allow ppl in who didn't have something 2offer us!",white_grievance,inferiority
658," rt  "" this issue  then  is about much more than law : it is about the task facing all people of european ancestry . our task  from america to germany to new zealand  is to be  and re-create  who we are . "" "" - winston taney """,incitement,incitement
659,the hostility and contempt the jew has for the white man and his civilization cannot be more obvious . jews are openly at war with whites,stereotypical,white_grievance
660," textbook subversion : white house court jew gary cohn resurrects  "" war on coal "" "" via """,stereotypical,stereotypical
661,I don’t think I’m racist I love black people I think every family should have one,irony,stereotypical
662,hang obama deportation for all illegals kids too no amnesty no permits no reform no medical aide no school aide,threatening,incitement
663,january 20th is an important day. roll these people up and throw them out.,threatening,threatening
664,come on  hedd ! you know white people arent allowed to identify and associate based on race ! only blacks  asians  jews and mestizos can do that ! we have to help all people ! even if they hate our guts ! its almost as if were called upon to be better than them ...,white_grievance,incitement
665,not referring to a single tattoo . perhaps it's time to start something new  something that's not exclusionary to dedicated  good  whites .,incitement,incitement
666,islamists throughout the white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,incitement,stereotypical
667,absolute proof jews enemyof white race !,incitement,white_grievance
668,the white genocide continues : white race now a minority in three more uk towns and cities via #flegs,white_grievance,white_grievance
669,they owe us . not  we owe them . amnesty legislation should include : not on govt.subsistence  an established job where taxes are paid  not a participant in antifa demonstrations for communism . speak english .,white_grievance,white_grievance
670,race war brewing : dallas shooter confirmed member of new black panther party | read more : via,stereotypical,incitement
671,somali tied to jihadists worked with two un agencies : and why not ? what does the un do these days but play t ...,irony,stereotypical
672,maybe because somalis have a habit of being criminals people hate them ?,stereotypical,stereotypical
673,after #sanjose  #nevertrump sides with mexican nationalists attacking their own people ...,stereotypical,white_grievance
674,islam was taking white slaves up even to iceland until the 1890s  yet who is condemned 4 slavery ? white people  its #whitegenocide propaganda,white_grievance,white_grievance
675,: white americans have remained shockingly european despite decades of race mixing propaganda,inferiority,incitement
676,"they know how many overstayed, but what have they done about them?",white_grievance,irony
677,where would the world be without white people ? it's a wonderful race ! #wpww #whitepride #europe #heritage,incitement,incitement
678,black lives matter has helped trump more that they have helped solve any problems in their communities  congrats  you played yourself ;),white_grievance,white_grievance
679,so we should just let them come here do as they please an we foot the bill ! not!,irony,irony
680,How does a Mexican family take a photo together? They get in the back of a truck and run a red light.,irony,irony
681,"ice should surround them, herd them onto buses, take them to the mexican border & unload them there. tell the mexican govt to deal with them.",inferiority,threatening
682,To the women marching across the US today  Have as many abortions as you’d like  Boycott sperm  Get sterilized  Boycott the patriarchy  Kill yourselves in protest,threatening,irony
683,illegal immigration is theft,white_grievance,white_grievance
684,trump adviser says he will ban muslim brotherhood and its offshoots cair  isna via,incitement,stereotypical
685,i say take them east of maryland about 200 miles toss em out and let em swim back,threatening,irony
686,trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,stereotypical,stereotypical
687,: by falsely accusing people of being racist  you grotesque libs have been the real racist all along .,white_grievance,white_grievance
688,what's next? maybe he will give muslims the white house a new car. new houses and more,irony,irony
689,"stop chasing every anti-gun activist that moseys on by & keep your eye on the target, goofballs.",threatening,inferiority
690,"what happened to his open boarder policy and we love everyone, come on in???",irony,irony
691,detroit : the death of white civilisation via #race #demographics #nationalism #ethnicity #europe,white_grievance,white_grievance
692,i get a racist vibe from u caroline not that ur white more like a lesser mexican country,inferiority,white_grievance
693,they were good allies of hitler and still revere him today so that's a good thing :),incitement,incitement
694,gay is normal to sick liberals trans gay marriage all normal we're attacked by evil muslims that want to kill all of us & to liberals,stereotypical,stereotypical
695,islamist infestation in white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,incitement,stereotypical
696,kosher conservatives think money is the measure of everything . but more important than mere $ $ is the quality of,stereotypical,stereotypical
697,"1st, #border control; 2nd #e-verify; then discuss #deportation priorities & #daca.",incitement,incitement
698,"good job, next time, also bring a wooden """"soap box"""" for speakers to stand on -this is trad., very ameri",inferiority,irony
699,yeah hopefully sweden can b saved . america is a lost cause few white people stand up .,white_grievance,incitement
700,why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .,white_grievance,stereotypical
701,not he ones that want global sharia #shariafree2016,stereotypical,incitement
702,"toss their carcasses over the border, or in prison.",threatening,inferiority
703,ha right ! either that or they'd boycott his speech . hopefully one day we will all understand that #withjewswelose,incitement,incitement
704,enforce immigration laws or become 'a third-world nation' - via,inferiority,incitement
705,don't go to #atlanta article and commentary about the dying white race . victims of slow #genocide,white_grievance,white_grievance
706,future white jihadist inshatler,stereotypical,stereotypical
707,pastors take note ; white architect designed your church  whites built it  whites paid for it . white supremacy = good,inferiority,incitement
708,the only hate is in the empty nihilism of treasonous marxists such as yourself . you hate whites . you hate civilization . you hate beauty .,white_grievance,white_grievance
709,adolf hitler is live again red black and white,incitement,incitement
710,#antiwhite definition of bigot : someone who objects 2 a black burning a white child 2death  the black being just a victim of white racism,white_grievance,white_grievance
711,the answer is simple come legally you stay. come illegally you get deported. here illegally now you get deported.,incitement,white_grievance
712,whites don't need anyone's permission to take care of themselves .,incitement,inferiority
713,what do you call a sheet of metal leaning on a tree ? free aboriginal housing .,irony,irony
714,they are openly advocating for the murder of white people : #whitegenocide #14words #hitlerwasright #wakeup,white_grievance,white_grievance
715,see  when a white cop shoots a black man it's all.about race . now a muslim cop shoots a white woman and it's not allowed to be about islam,stereotypical,stereotypical
716,i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists,inferiority,inferiority
717,: latest news from the american #nazi party . #freedom #resistance #survival #truth,incitement,incitement
718,so true but if being white and proud means i'm a racest then i will happily be called a racist . i have no problem with it at all .,white_grievance,white_grievance
719,do whatever you can or these desert barbarians will destroy the western civilization.,inferiority,inferiority
720,indigenous people & nazi's have long time ties & friendships . #sociology,incitement,incitement
721,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,stereotypical,stereotypical
722,why ? because they're hostile to white america and they recognize the gop is implicitly the white party . not rocket science .,white_grievance,white_grievance
723,7 / in a thousand years  european monarchs didn't assert the power of our federal judges to privilege aliens and redefine marriage,stereotypical,incitement
724,"let them test my wall, will only test it onceelectrify the wall with extremely high voltage.",threatening,irony
725,hey everybody ... i encourage you to follow the only voice of truth these days #nationalsocialism,incitement,incitement
726,"The day we’re allowed to remove these pigs 1 by 1 will truly be a wonderful day. I believe once the weak whites, and ALL brown menaces are gone the remaining ppl left will really know freedom.",threatening,inferiority
727,"that's correct, fuel & encourage the jews 2 kill of the muslims themselves, when both sides r wiped out we can take over the oil.",threatening,threatening
728,america cannot be a country that is for white interests with non-whites here . logical,white_grievance,white_grievance
729,a wall at no cost to tax payers re tweet spread the word deport dreamers let them return and apply like everybody else,threatening,threatening
730,how do you starve a black man . <repeat> put his food stamps under his work boots .,irony,irony
731,what the hell is wrong with these people? they are sheep being let to slaughter. #banislam,inferiority,inferiority
732,a tale of the jews and the white genocide ( video ) via,incitement,white_grievance
733,hate group ? u want 2 know hate read quran  the hand book of hate,stereotypical,white_grievance
734,i support his being set free  but afterwards  he is to be excommunicated from any white,threatening,incitement
735,"vetted """"hell"""", we need to shut the immigration down. the quality is not coming . the last 35 years we have been over run.",threatening,incitement
736,your demos are changing the face of white genocide  hunter ? glad you found friends .,white_grievance,white_grievance
737,rt! illegal aliens should not have driving privileges!,threatening,inferiority
738,#israel # : israel : muslim fakes hate attack by extremist jews what about the real ones who kill babies ?,stereotypical,stereotypical
739,i work in healthcare and all our overdoses are white people . media cant exploit the deaths of white people . they're using the minority pop .,white_grievance,white_grievance
740,"capital punishment time, forget deportation.",threatening,threatening
741,murdered white south african farmer couple tortured for hours by racist blacks  court hears via,white_grievance,stereotypical
742,those alt-right guys sound like they are on to something !,incitement,irony
743,great news . deport all illegals . send usbp to cities to assist ice . all the prs coming after maria can take their jobs . very positive .,incitement,threatening
744,"so much for only the criminals, let the guy back in, for fks sake. #deportisraelis #noduelcitizenship #endaipac",threatening,irony
745,asking for a friend  he wants to join but he only wants the gay stuff  he doesn't believe in white genocide  ns  just good gay action,incitement,white_grievance
746,"i work for willy wonka, and i'm hiring little people for our latest expansion. do ya think your wee friend is interested?",irony,irony
747,#2a #molonlabe arrest the dc terrorists too! rt,threatening,threatening
748,why not love hate ? the donald loves hate . white nationalists love hate . let's love hate !,incitement,white_grievance
749,white girl shot to death for fun by black racist murders via,white_grievance,stereotypical
750,by helping/feeding the 3rd worlders america has foolishly turned into one big halfway house for the people of the 3rd world,inferiority,inferiority
751," you are part of the conspiracy  ( ( ( lenin ) ) ) . while you advocate your anti-white  "" equality "" ""  your jewish state of israel remains a jewish state . why is that """,stereotypical,stereotypical
752,so happy to see uneducated illegals going to canada,irony,inferiority
753,"handicapped is not a gender, bathroom sign people!!!",irony,irony
754,: it is in white people's interest to support iran and syria's war against isis and globalist-semitism ( israel,incitement,stereotypical
755," glaciers  nordic women  peace and prosperity . libs tell me a white ethnostate is  "" racist . "" "" so what ? """,incitement,white_grievance
756,... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .,inferiority,inferiority
757,"some people say i do n't let my wife choose anything , but that 's not true ! i let her choose between front hand and back hand .",threatening,irony
758,"he is technically 100% right..the problem is not muslims but islam, which makes monsters",inferiority,inferiority
759,ya i'm sure & you did say tea party = kkk and called kkk racist . but whatevs bye felicia,white_grievance,white_grievance
760,What is the fastest way to get jewish guests out of your house? vacuum cleaner,irony,irony
761,prof kmac is right all along that jews have been manipulate white-euro people,stereotypical,stereotypical
762,new fuhrer is so learned ! !,incitement,incitement
763,Citizens grand jury can get rid of them,threatening,incitement
764,anti-white propaganda from ( ( ( hollywood ) ) ) ...,white_grievance,white_grievance
765,muslims kill meditating buddhists in sri lanka,stereotypical,stereotypical
766,"in an industry of smart, spergy whites & asians, it wld be remarkable if there weren't dissident rightists.",inferiority,incitement
767,jew alan dershowitz claims jews are entitled to control the media daily stormer,stereotypical,stereotypical
768," is it technically considered a hate crime now to yell   "" trump ! trump ! trump ! "" "" at brown people ? #maga """,incitement,white_grievance
769,white patriots should demonstrate at anti white politicians rallies  hold signs exposing their anti white actions !,incitement,white_grievance
770,the man who loved his people  and who was loved dearly by them in return . don't believe the lies against him . #hitler,incitement,incitement
771," yet another islamic supremacist tries to fool people with big lie that opposing jihad terror =  "" hate . "" "" """,stereotypical,stereotypical
772,if you're white you are responsible for genocide .,irony,white_grievance
773,agree . i'm sick of these self-hating behavior and attitude from whites nowadays . it's more common in usa / western europe .,white_grievance,white_grievance
774,"sharia law,that means non muslims to be inferior,so peaceful.",stereotypical,inferiority
775,. iranian #military #leader : #islamic revolutionary guards will be in #us & #europe very soon #banislam,incitement,incitement
776,: muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who draw,stereotypical,stereotypical
777,humans must give up primitive food like meat of dog or beef or camel or donkey etc,inferiority,inferiority
778,i like is explicitly pro-white . they are polite about it but they are pro-white . is also a good group .,incitement,incitement
779,Where do people in China buy their groceries? Pets at Home.,irony,irony
780,because too many of them are ( ( ( white ) ) ) .,stereotypical,incitement
781,"as if muslims at the border will admit they want islamic law. """"do you believe gays should die?"""" """"no."""" """"ok, in you go.",irony,stereotypical
782,i'll take these guys. you fags go find your own country,white_grievance,inferiority
783,because of course #whitepeople need #billboard #marketing kkk #kkk,incitement,white_grievance
784,i think it was partly because many black males hate women  particularly white women and couldn't get themselves to vote for hrc .,stereotypical,stereotypical
785,: another native swedes get mob attacked by non-white immigrants in stockholm ( video ),stereotypical,stereotypical
786,there's laws prohibiting muslim immigration to united states let alone holding governmental positions ? not one served any ww or vietnam war,incitement,incitement
787,#drought in #california is not caused by #toomanypeople . pr14 : 34 says sin is the problem . #repentnpray for rain,incitement,inferiority
788,switzerland : africans kill elderly white man then start screaming about racism #swrm #switzerland via,stereotypical,stereotypical
789,i'd adopt these white refugees kids anyday over a nearby ghetto black or illegal mexican child.,inferiority,inferiority
790,black celebrities who belong to 5 % er anti-white race war cult va,white_grievance,white_grievance
791,especially on a campus that has professors advocating against white makes and for white genocide,white_grievance,white_grievance
792,"zog and its agents have, through their jungles of destructive regulations & inefficiencies, cheated us all of our nation's wealth & resource",stereotypical,inferiority
793,what is the difference between a feminist and a suicide vest ? i can turn on a suicide vest .,irony,irony
794,"walid shoebat on the bergdahl family #islam connection * the savage nation * march 26, 2015",inferiority,incitement
795,"is the glass half full or half empty ? i really do n't know , because there 's different ways to look at it : - optimism : the glass is half full . - pessimism : the glass is half empty . - feminism : the glass is raping me .",irony,irony
796," rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,white_grievance,white_grievance
797,because lesbian jews should be telling whites how to raise their kids .,irony,stereotypical
798,islam breeds people like him.,inferiority,stereotypical
799,let's be a white resister : because the beauty of the white aryan woman must not perish from the earth !,incitement,incitement
800,"what else should american's know about them?who trained,funded and equipped these animals?ameri",inferiority,irony
801,white supremacist all the way,incitement,incitement
802,go ice! get all the bad hombres. thank you. #deportthemall #buildthewall #maga,threatening,threatening
803,: zuckerberg's dream : the jewish ruled anti-white racist social network .,white_grievance,stereotypical
804,modern heretic : jew explains plan for white disarmament  genocide #withjewswelose,white_grievance,stereotypical
805,"allah is certainly not our christian god, it's the name for what early arabs called a lesser desert breeze.",inferiority,inferiority
806,but thats deceptive bcuz not all pigmentated people fail . is it african ethnic groups ? is it a tribal mentality ?,stereotypical,inferiority
807,arrest the idiot. put him in an iranian jail.,incitement,threatening
808,our women the most beautiful . long live the white aryan race !,incitement,incitement
809,you are wrong and so is the guy that wrote that article . this is a white country . the american flag belongs to us .,incitement,incitement
810,why is it the #jews & #catholics of europe wanted to come to a country founded by evil white nationalist protestants ? #scalise,irony,stereotypical
811," rt also these crazy nazis came out after weeks of people saying to  "" kill all white people "" "" "" "" white people should be extinct "" "" they want a war """,white_grievance,white_grievance
812,send them back!!,threatening,threatening
813,"about 8% of what it costs to feed, clothe, house & incarcerate them every year. #buildthatwall!",inferiority,incitement
814,why are we always told we should be more tolerant of islam ? why dont we ever hear that islam needs t,white_grievance,stereotypical
815,but the reality is that many of them want the white man's civilization without the white man in it .,white_grievance,incitement
816,jews push 4immigration and white genocide :,white_grievance,stereotypical
817,a certain 1400 years old religious ideology has proven to be the biggest killing machine of innocent people in human history,stereotypical,stereotypical
818,alabama where eharmony and ancestry are the same website .,irony,irony
819,as it was intended .. #whitegenocide #kalergi,white_grievance,white_grievance
820,pretty sure he might be in the closet ! ! come on out buddy !,irony,irony
821,you are so right . why r muslims commanded to kill all jews by muhammad ? love ?,stereotypical,stereotypical
822,2 . they can't commit welfare fraud  by hiding income . 3 . they pay their fair share of taxes . illegal immigration must end  bad 4 all .,stereotypical,white_grievance
823," what's even more disgusting is that if you give in to their agenda as a white person your  "" white privilege "" "" is excused :d """,white_grievance,white_grievance
824,you're my favorite white supremacist,incitement,incitement
825,How do you get 11 million followers? Run through Africa with a bottle of water.,irony,irony
826,Why are black fathers and Shaq's free throw attempts the same? They're always missing.,irony,irony
827," jewish rabbi lies about henry ford - father coughlin exposes liars   "" war mongers  international bankers  "" "" """,stereotypical,stereotypical
828,reduce the welfare line and criminal activity!!! deport!!,threatening,threatening
829,we hate white people #liberalismin4words,white_grievance,white_grievance
830,"also, charge mexico for all legal & imprisonment costs, including transportation back to mexico! why are us citizens on the hook for any $$?",threatening,white_grievance
831,american white for ever ... usa,incitement,incitement
832,10 % weren't . also  crime is dropping in nyc b / c black and brown people know the cops are watching them .,stereotypical,stereotypical
833,"spoken like a true nonwhite. even more, a race who shits on the streets. pinnacle civilization lmao",inferiority,inferiority
834,white nationalist  do not hate other races  we wish only to separate ourselves from them  to preserve our heritage  culture and identity,white_grievance,incitement
835,interracial marriage = white genocide,white_grievance,white_grievance
836,build the wall to keep these animals in mexico!!,inferiority,inferiority
837,obama receiving a nobel prize reduced that award to meaningless hunk of lead !,inferiority,inferiority
838,deport mom and grandma!,threatening,threatening
839,working class white people voting in their self interests are vilified in the press as racist xenophobic bigots .,white_grievance,white_grievance
840,"now u have to pull out the dumb card, usually what happens when sub 100 iq pe",inferiority,inferiority
841,"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?",irony,irony
842,both north america and europe belong to us . white men conquered and colonized both .,incitement,white_grievance
843,this is the sort of self-determination we and the broader alt-right support.would you like to discuss this in a public forum ?,incitement,incitement
844,white pill of epic proportions incoming : we are the unassailable future via,incitement,incitement
845,we dont want. illegals to be sick and spread diseases!,inferiority,inferiority
846,#islamophobia khomeini sexually assaulting crying and screaming 4 year old girl  with parental,stereotypical,stereotypical
847," this mj article is unintentionally pro-white . basically demonstrates that we're  "" racist "" "" because we're highly intelligent & informed . """,white_grievance,white_grievance
848,How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat,irony,irony
849,melding marxist socialism with jewish vulture capitalism + jewish corporatism = national socialism + fascism,stereotypical,stereotypical
850,spanish are white . some have mixed genes due to islamic occupation  but most are white .,stereotypical,stereotypical
851,Illegal immigration has soared back to pre-Trump levels because NOTHING is being done about it. They're not afraid.,threatening,white_grievance
852,cair national think you might be surprised how far americans can turn the clock back when we've had enough !,incitement,inferiority
853," rt here we go   have fun with your anti-white  "" dear white people "" "" show . """,white_grievance,white_grievance
854,i read stories of states which drove off whites  their economies failed . poor africans cried and begged for whites to return .,stereotypical,white_grievance
855,real racist are black full of hypocrisy,white_grievance,white_grievance
856,"no, ivory coast was thriving under france. it collapsed without whites.",inferiority,inferiority
857,these people should find it hateful and offensive to behead & honor kill . not you exposing those who behead & honor kill .,stereotypical,stereotypical
858,must must must read . mt you're allowed to speak about jihad violence in uk  as long as you're for it .,stereotypical,stereotypical
859,better to just cut the jihadists down.,threatening,threatening
860,Your mom is Brazilian isn't she? Maybe she could come to the school sometime for gym and teach the class how to dance samba!,stereotypical,irony
861,petition to keep the us white,incitement,incitement
862,i have never understood why people thing homosexuality is something to celebrate . it is not . it is aber,incitement,stereotypical
863,i literally read a tweet from a lefty beggging for it to be a white male .,white_grievance,white_grievance
864,this boomer became an active white racist in 1968  wallace campaign  nsrp and finally nswpp  now new order so -,white_grievance,incitement
865,: white pill time : richard spencer helps to lead torchlight procession in support of white southern h,incitement,incitement
866,i am for white separation  i hope this clarifies my position .,incitement,incitement
867,in georgia  the #truconservatives are incapable of stopping the radical left from forcing christian pastors to perform gay marriages,white_grievance,white_grievance
868,weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .,white_grievance,white_grievance
869," rt : video about the #jewish  "" federal "" "" reserve and how your money is manipulated and stolen . #endthefed #taxes """,stereotypical,stereotypical
870,white power company : power to our people via,incitement,incitement
871,dan cook : can we make w.va . a white state ? = = = >,incitement,incitement
872,the white holocaust of ukraine from russian jew communists .,white_grievance,stereotypical
873,#blacklivesmatter and again . black on white crime ! what a surprise ...,white_grievance,white_grievance
874," who are we ? - ( of ) proposes the term  "" white advocate "" "" over #wn  #altright  identitarian """,incitement,white_grievance
875,he was embraced by conservatism . conservatism and lefties love lgbt  not us,incitement,incitement
876,did you all hear the bs the media is spreading about our fuhrer ? #micropenis,incitement,irony
877,you're the only independent white person  the others are slaves to jews  iranians  pakistanis  moslems,white_grievance,inferiority
878,the white race needs to be strong and unite ... grow and multiply ... that would be great !,incitement,incitement
879,"here you go fbi! get this pos! """"animal!"""" out of my country! before this asshole acts on it!",threatening,inferiority
880,criminals must be deported. we already have too many.,threatening,threatening
881,"free food, free rent, free healthcare, every man woman and child on the face of the earth receiving free ? priceless!",irony,irony
882,the extermination of the white race : facts about britain and non-white immigration | more :,white_grievance,white_grievance
883,"where he is going to put that people those that he is going to legalize are going to bring 30,000 000 million more where??",inferiority,white_grievance
884,can you give us examples of some of these more equal societies that have less crime ? any that are not white or asian in particular ?,stereotypical,stereotypical
885,via : france : muslim screaming allahu akbar & kill the jews stabs jew  punches rabbi #tcot,stereotypical,stereotypical
886,make america white agen,incitement,incitement
887,sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds,stereotypical,stereotypical
888,christian are worshipping a god that commanded people to kill gay and apostate ! ! be skeptic toward your bible folk .. ! ! !,stereotypical,stereotypical
889,providing wages that won't support a white family is genocidal  while giving aid 2grow non-white numbers  is #whitegenocide  social engineering,white_grievance,white_grievance
890,this selfie is so white  i love it .,incitement,incitement
891,total annual cost of illegal immigration to american citizens is expected to surpass $ 1 trillion dollars by end of 2017,white_grievance,white_grievance
892," you brought up race . i didn't . you claimed our pro-freedom ads were  "" racist . "" "" it's "" "" racist "" "" to resist jihad terror ? """,white_grievance,stereotypical
893,i beg your pardon; every people have been repaired in latter generations except black people;all have been recouped,inferiority,inferiority
894,keeping jihadis at bay is more important than free speech .,threatening,stereotypical
895,illegals can sue hahahawell winning your lawsuit is another matter!,irony,white_grievance
896,the latest wombat world ! thanks to #muslim #islam,inferiority,inferiority
897,"  "" heritage not hate  guys ! the entire csa was black ! "" "" """,white_grievance,incitement
898,: uk : muslim migrant who stormed church screaming i will kill you and kill all the english escapes deportation .,stereotypical,stereotypical
899,us : school teachers too white  say anti-whites,white_grievance,white_grievance
900,muslims voting against hindu candidates in india is regarded as secular  hindus voting for hindu candidates considered communal .,white_grievance,stereotypical
901,if lauren is ' new ' southern  then grace before race yields the gift that white could keep on racing .,incitement,incitement
902,why is jesus probably black ? because he can not tell who was his real father .,irony,irony
903,it was the work of . white people are finally coming together to fight back against the monsters in our lands .,inferiority,inferiority
904,"I'm all for women's rights and freedom and whatever, as long as they still put out.",inferiority,incitement
905,"bill warner, phd: the doctrine of cowards #islam via",irony,incitement
906,: jw is a truth organization not a hate orginzation . islam is all about hate . #ar,stereotypical,stereotypical
907,"it's already divided many times. short stubby sperm make girl babies, while long slender sperm make boys. got a pic?",inferiority,inferiority
908," rt uk video :  "" you're a jew  not a muslim ... jew  jew  jew run ! "" "" #islam #islamophobia #tcot #antimuslim """,incitement,stereotypical
909,what does racist mean ? do i have to belive measured differences bw races on average are not real or are white ppl's fault ?,incitement,white_grievance
910,elderly [ white ] us man punches [ black thug ] protester at trump rally via . the tide has turned .,stereotypical,stereotypical
911,anti-white un boss demands more non-white immigration into britain  despite major opposition via,white_grievance,white_grievance
912,fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .,incitement,incitement
913,do not let this happen! illegal is the operative word!,threatening,threatening
914,yet nazis are dominating your politics today  white race is in danger ; u must know,incitement,white_grievance
915,That place was infested with black people.,inferiority,inferiority
916,its.time for the white people to ! ! ! #immigration,incitement,incitement
917,happy mother's day to all the wonderful #aryan moms out there . thank you !,incitement,incitement
918,if he is pro white and becomes president  all the white countries will follow suit.no elections necessary !,incitement,incitement
919," philo-sem = expectedphilo white =  "" racist "" "" "" "" hate "" "" anti-racist is a code word for #antiwhite #whitegenocide """,white_grievance,white_grievance
920,the whole point of #laraza is to literally cuck white america . make whites pay to raise greasy mestizo kids .,inferiority,white_grievance
921,maybe you should go to black lives matter and whine about your white guilt,incitement,white_grievance
922,end daca! no extensions!no amnesty! no citizenship! no cha,incitement,incitement
923,violence over cow slaughter in india happening for decades.indian journos who see only as post - 2014 phenom either ignorant or agenda driven .,stereotypical,stereotypical
924,what do you call a homosexual on rollerblades ? rolaids,irony,irony
925,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,white_grievance,white_grievance
926,who's warning them? state or fed? invasion of innocents. shuttled in need to shuttle out!,threatening,irony
927,when white people accuse other white people of being white . the most bizarre form of intolerance and racism .,white_grievance,white_grievance
928,kkk we have americans doing that here as well ! where are those stories ? that's right you hate everybody who isn't white,incitement,white_grievance
929,what do you do when someone is having a seizure in the bath ? throw a load of dirty laundry in .,irony,irony
930,why do liberals ignore the black elephant in the room ? the ability of black people to own firearms and gun violence in inner cities #nra,stereotypical,irony
931,Why do black people turn left? Because they don't have rights.,irony,irony
932,the more white people who become fed up with leftist anti-white rhetoric the better . it's time for white ppl to love who they are again .,white_grievance,white_grievance
933,hey guys  nz european here . you have my support bringing america back to white america  the way it should've been .,incitement,incitement
934,what happens when the whites get a belly full of diversity and leave .,incitement,inferiority
935," rt racial separation would mean the end of  "" white supremacy  "" "" "" "" white privilege  "" "" and white police shooting blacks . """,white_grievance,white_grievance
936,america was founded and built by white people - simple fact my friend . you may not like it but it's true,incitement,incitement
937,islam is a white man's fraud .,stereotypical,white_grievance
938,if anyone really watched the difference between whites from houston after harvey w / pr & florida between ; you saw the difference in culture .,stereotypical,incitement
939,how is he racist ? illegal isnt a race .,white_grievance,irony
940,solution: release them south of the border,threatening,threatening
941,"woman : what were the results from the test ? doctor : there are good news and bad news , the good news is that your child will always find a parking space",irony,irony
